job_id,profile,confidence,rationale,job_tasks,technologies,soft_skills
548,ML Engineer,4.0,"The job description heavily emphasizes the development and implementation of advanced predictive models and algorithms, including classification and regression problems. While NLP is mentioned, the core focus aligns with traditional ML engineering tasks rather than generative AI applications.",[],"[{""tech_name"": ""TECH10: Data Modeling"", ""phrase"": ""voorspellende modellen en algoritmes""}, {""tech_name"": ""TECH10: Data Modeling"", ""phrase"": ""computer vision""}, {""tech_name"": ""TECH10: Data Modeling"", ""phrase"": ""regressie- en classificatieproblemen""}, {""tech_name"": ""TECH3: LLM / Generative Models"", ""phrase"": ""natural language processing (NLP)""}]",[]
549,Ambiguous / Not Relevant,1.0,"The job title and description are too vague to determine a specific AI engineering role. It lacks details on specific tasks, technologies, or project types that would align with ML Engineer or GenAI Engineer profiles.",[],[],[]
55,GenAI Engineer,4.0,"The job description heavily emphasizes building AI-powered tools that integrate large language models (LLMs) and focuses on generative AI capabilities. Key responsibilities include prompt engineering, developing APIs for LLMs, and creating user-facing features like code suggestion and chat, aligning directly with the core responsibilities of a GenAI Engineer.",[],"[{""technology"": ""large language models (LLMs)"", ""category"": ""TECH3: LLM / Generative Models""}, {""technology"": ""GitLab"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""APIs"", ""category"": ""TECH4: LLM Frameworks & Libraries""}]","[{""skill"": ""collaborative code reviews"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""work alongside experienced team members"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""culture of continuous learning"", ""category"": ""SKILL2: Learning & Adaptability""}, {""skill"": ""investigating and resolving technical issues"", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""collaborating with cross-functional teams"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""shaping the future of our product"", ""category"": ""SKILL5: Innovation & Ownership""}, {""skill"": ""mentoring junior team members"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""contributing to the collective knowledge through documentation"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""Develop features and improvements to the GitLab product in a secure, well-tested, and performant way."", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""Collaborate with Product Management and other stakeholders"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""Advocate for improvements to product quality, security, and performance."", ""category"": ""SKILL5: Innovation & Ownership""}, {""skill"": ""Solve technical problems of moderate scope and complexity."", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""Craft code that meets our internal standards for style, maintainability, and best practices"", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""Maintain and advocate for these standards through code review."", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""Recognize impediments to our efficiency as a team (\""technical debt\""), propose and implement solutions."", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""Represent GitLab and its values in public communication"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""Ship small features and improvements with minimal guidance"", ""category"": ""SKILL5: Innovation & Ownership""}, {""skill"": ""Collaborate with the team on larger projects."", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""troubleshooting product operations, security operations, and urgent engineering issues"", ""category"": ""SKILL3: Problem Solving & Pragmatism""}, {""skill"": ""fostering a collaborative and innovative development environment"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""actively contribute to creating high-quality code, emphasizing best practices and continuous improvement"", ""category"": ""SKILL2: Learning & Adaptability""}, {""skill"": ""values excellence, open communication, and the ongoing evolution of development methodologies"", ""category"": ""SKILL1: Communication & Collaboration""}, {""skill"": ""taking initiative"", ""category"": ""SKILL5: Innovation & Ownership""}, {""skill"": ""take full responsibility for the quality and success of one's work"", ""category"": ""SKILL5: Innovation & Ownership""}]"
550,Ambiguous / Not Relevant,2.0,"The job title is 'Data Engineer' and the core responsibilities heavily emphasize ETL processes and data pipelines within a Microsoft Azure environment. While GenAI is mentioned as a technology to be aware of, it is not a primary focus of the role's core tasks or required skills.",[],"[{""tech_name"": ""TECH2: Cloud Platforms & Services"", ""value"": ""Microsoft Azure""}, {""tech_name"": ""TECH1: Programming Languages"", ""value"": ""Python""}, {""tech_name"": ""TECH11: Data Analysis"", ""value"": ""SQL""}, {""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""value"": ""ETL""}, {""tech_name"": ""TECH6: MLOps & Data Pipelines"", ""value"": ""CI/CD""}, {""tech_name"": ""TECH9: Data Storage"", ""value"": ""Lakehouse""}]",[]
551,,,,"[{""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""sterke buurten, waar inwoners meer kansen hebben"", ""bouwen, verduurzamen en maken kwetsbare buurten sterker"", ""hoe deze stuurinformatie bijdraagt aan onze strategische doelen"", ""het verschil gaat maken voor de collega's en onze huurders"", ""de (veranderende) behoefte vanuit de business ophaalt en ordent""], ""justification"": ""These phrases highlight the organization's mission and how the data engineer's work contributes to strategic goals and serves the needs of the business and its stakeholders.""}, {""task_category"": ""TASK2: Data Engineering"", ""phrases"": [""data engineer"", ""verantwoordelijk voor de ETL-processen"", ""beschikking heeft over actuele informatie"", ""focus jij je op onze Lakehouse constructie"", ""zorgt voor de doorontwikkeling ervan"", ""neerzetten, onderhouden en verder optimaliseren van ons data-infrastructuur"", ""data-architectuur en -structuur op orde te brengen en houden"", ""bewaken de datakwaliteit""], ""justification"": ""The core of the role is described as managing ETL processes, developing and maintaining a Lakehouse, and optimizing data infrastructure, which are fundamental data engineering tasks.""}, {""task_category"": ""TASK3: Modeling"", ""phrases"": [""GenAI en bent in staat deze te vertalen naar bruikbare toepassingen voor onze (eind)gebruikers"", ""nieuwe technologische toepassingen en ontwikkelingen"", ""het daadwerkelijk uitwerken en implementeren van deze nieuwe initiatieven en ontwikkelingen""], ""justification"": ""While GenAI is mentioned, the emphasis is on translating its potential into applications, not on core model development or fine-tuning. The focus is on application rather than deep model work.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""ontwikkelt met behulp van DevOps"", ""het daadwerkelijk uitwerken en implementeren van deze nieuwe initiatieven en ontwikkelingen""], ""justification"": ""The mention of developing with DevOps and implementing new initiatives suggests software development practices, though not the primary focus of building user-facing applications.""}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""toepassen van CI/CD methodologieën"", ""Azure DevOps"", ""werkt volgens de scrum methodiek en ontwikkelt met behulp van DevOps""], ""justification"": ""The explicit mention of CI/CD, Azure DevOps, and Scrum indicates a focus on operational practices for development and deployment.""}]","[{""technology_category"": ""TECH1: Programming Languages"", ""technologies"": [""Python"", ""SQL""]}, {""technology_category"": ""TECH2: Cloud Platforms & Services"", ""technologies"": [""Microsoft Azure"", ""Azure DevOps"", ""Data Lake"", ""Synapse Analytics""]}, {""technology_category"": ""TECH4: LLM Frameworks & Libraries"", ""technologies"": [""GenAI""]}, {""technology_category"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""ETL"", ""CI/CD"", ""DevOps""]}, {""technology_category"": ""TECH7: Data Visualization"", ""technologies"": [""PowerBI""]}, {""technology_category"": ""TECH11: Data Analysis"", ""technologies"": [""SQL""]}]","[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""gesprekspartner voor het team DCC en de D&I afdeling"", ""Samenwerken met collega's en meedoen in projecten is vanzelfsprekend"", ""hoe we in gesprek met onze collega's om duidelijk te krijgen welke behoefte aan (stuur)informatie er is""]}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""op de hoogte van de laatste technologische ontwikkelingen"", ""adviseert over nieuwe technologische toepassingen en ontwikkelingen"", ""neemt het team mee in het optimaliseren van de bestaande technieken en processen""]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""De uitdagingen voor het team zijn groot"", ""hoe kunnen we dit vormgeven met onze data en technieken"", ""komt met voorstellen"", ""het neerzetten, onderhouden en verder optimaliseren van ons data-infrastructuur""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""neemt het team mee in het optimaliseren van de bestaande technieken en processen"", ""het daadwerkelijk uitwerken en implementeren van deze nieuwe initiatieven en ontwikkelingen"", ""neemt het team mee in het optimaliseren van de bestaande technieken en processen""]}]"
552,,,,"[{""category"": ""TASK2: Data Engineering"", ""phrases"": [""verantwoordelijk voor de ETL-processen"", ""beschikking heeft over actuele informatie"", ""focus jij je op onze Lakehouse constructie in de Microsoft Azure omgeving en zorgt voor de doorontwikkeling ervan"", ""neerzetten, onderhouden en verder optimaliseren van ons data-infrastructuur"", ""data-architectuur en -structuur op orde te brengen en houden""], ""justification"": ""These phrases directly relate to building, maintaining, and optimizing data pipelines, infrastructure, and architecture, which are core to data engineering.""}, {""category"": ""TASK1: Business Understanding"", ""phrases"": [""Rochdale zet zich in voor sterke buurten, waar inwoners meer kansen hebben."", ""We bouwen, verduurzamen en maken kwetsbare buurten sterker."", ""hoe deze stuurinformatie bijdraagt aan onze strategische doelen en het verschil gaat maken voor de collega's en onze huurders."", ""de (veranderende) behoefte vanuit de business ophaalt en ordent""], ""justification"": ""These phrases indicate an understanding of the organization's mission, strategic goals, and the need to align data initiatives with business requirements and user needs.""}, {""category"": ""TASK4: Software Development"", ""phrases"": [""Python en SQL zijn bekende termen voor jou"", ""toepassen van CI/CD methodologieën zijn jou niet onbekend"", ""ontwikkelt met behulp van DevOps""], ""justification"": ""Mention of programming languages (Python, SQL) and development methodologies (CI/CD, DevOps) points to software development practices, though primarily in the context of data infrastructure and pipelines.""}, {""category"": ""TASK3: Modeling"", ""phrases"": [""op het gebied van GenAI en bent in staat deze te vertalen naar bruikbare toepassingen voor onze (eind)gebruikers.""], ""justification"": ""The mention of GenAI and translating it into applications suggests some involvement in modeling, but it's framed as an awareness and application rather than core model development or fine-tuning.""}, {""category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""toepassen van CI/CD methodologieën zijn jou niet onbekend"", ""ontwikkelt met behulp van DevOps""], ""justification"": ""CI/CD and DevOps are mentioned in the context of development practices, which are foundational to MLOps, but the description doesn't detail specific MLOps responsibilities for AI models.""}]","[{""category"": ""TECH2: Cloud Platforms & Services"", ""name"": ""Microsoft Azure""}, {""category"": ""TECH2: Cloud Platforms & Services"", ""name"": ""PowerBI""}, {""category"": ""TECH2: Cloud Platforms & Services"", ""name"": ""Azure DevOps""}, {""category"": ""TECH2: Cloud Platforms & Services"", ""name"": ""Data Lake""}, {""category"": ""TECH2: Cloud Platforms & Services"", ""name"": ""Synapse Analytics""}, {""category"": ""TECH1: Programming Languages"", ""name"": ""Python""}, {""category"": ""TECH1: Programming Languages"", ""name"": ""SQL""}]","[{""category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""gesprekspartner voor het team DCC en de de D&I afdeling"", ""Samenwerken met collega's en meedoen in projecten is vanzelfsprekend."", ""hoe we in gesprek met onze collega's om duidelijk te krijgen welke behoefte aan (stuur)informatie er is""]}, {""category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""De uitdagingen voor het team zijn groot: hoe gaan we in gesprek met onze collega's om duidelijk te krijgen welke behoefte aan (stuur)informatie er is en hoe kunnen we dit vormgeven met onze data en technieken."", ""adviseert over nieuwe technologische toepassingen en ontwikkelingen en neemt het team mee in het optimaliseren van de bestaande technieken en processen.""]}, {""category"": ""SKILL2: Learning & Adaptability"", ""phrases"": [""Je bent op de hoogte van de laatste technologische ontwikkelingen, zoals op het gebied van GenAI"", ""adviseert over nieuwe technologische toepassingen en ontwikkelingen""]}, {""category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""neemt het team mee in het optimaliseren van de bestaande technieken en processen."", ""aan de slag met het daadwerkelijk uitwerken en implementeren van deze nieuwe initiatieven en ontwikkelingen.""]}]"
553,GenAI Engineer,4.0,"The job description emphasizes developing deep learning powered AI, specifically LLM applications, and working with LLM providers. It also mentions building cloud applications that leverage AI and collaborating with AI specialists, aligning strongly with the core responsibilities of a GenAI Engineer.",[],"[{""tech_name"": ""TECH3: LLM / Generative Models"", ""details"": [""LLM applications"", ""OpenAI"", ""Anthropic"", ""Google""]}, {""tech_name"": ""TECH2: Cloud Platforms & Services"", ""details"": [""AWS"", ""EC2"", ""ECS"", ""Lambda""]}, {""tech_name"": ""TECH10: Data Modeling"", ""details"": [""deep learning""]}]",[]
554,,,,"[{""task_category"": ""TASK1: Business Understanding"", ""phrases"": [{""phrase"": ""wij niet alleen de juiste inhoudelijk match kunnen maken, maar ook de beste DNA match!"", ""justification"": ""This phrase indicates an understanding of matching candidates not just on technical skills but also on cultural fit, which is a business consideration in recruitment.""}, {""phrase"": ""Na het intakegesprek ontvang je alle details over de besproken functies en bedrijven."", ""justification"": ""This describes the initial business process of understanding client needs and job details before presenting them to candidates.""}, {""phrase"": ""Na jouw goedkeuring presenteren wij jouw profiel aan onze klanten."", ""justification"": ""This outlines a business process step where candidate profiles are presented to clients after approval.""}, {""phrase"": ""Tijdens de interviews bij onze klanten begeleiden we je gedurende het gehele proces."", ""justification"": ""This describes the business service of guiding candidates through client interviews.""}, {""phrase"": ""Als alle gesprekken positief zijn verlopen begeleiden wij jou optimaal op het gebied van een aantrekkelijk arbeidsvoorwaardenpakket of gedetailleerde opdrachtovereenkomst."", ""justification"": ""This details the business and contractual aspects of finalizing an offer or contract with a candidate.""}]}]",[],"[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [{""phrase"": ""wij niet alleen de juiste inhoudelijk match kunnen maken, maar ook de beste DNA match!""}, {""phrase"": ""Na het intakegesprek ontvang je alle details over de besproken functies en bedrijven.""}, {""phrase"": ""Na jouw goedkeuring presenteren wij jouw profiel aan onze klanten.""}, {""phrase"": ""Tijdens de interviews bij onze klanten begeleiden we je gedurende het gehele proces.""}, {""phrase"": ""Als alle gesprekken positief zijn verlopen begeleiden wij jou optimaal op het gebied van een aantrekkelijk arbeidsvoorwaardenpakket of gedetailleerde opdrachtovereenkomst.""}]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [{""phrase"": ""wij niet alleen de juiste inhoudelijk match kunnen maken, maar ook de beste DNA match!""}]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [{""phrase"": ""Als alle gesprekken positief zijn verlopen begeleiden wij jou optimaal op het gebied van een aantrekkelijk arbeidsvoorwaardenpakket of gedetailleerde opdrachtovereenkomst.""}]}]"
555,Ambiguous / Not Relevant,2.0,"The job description heavily emphasizes Flutterflow and low-code development, with AI mentioned primarily in the context of application development rather than core AI/ML model building. The use of Python/Javascript is for data transformation and custom functions, not deep model development, suggesting a focus on application integration rather than core AI engineering.","[{""task_category"": ""TASK4: Software Development"", ""phrases"": [""Ontwikkelen van schaalbare en krachtige (AI) applicaties met behulp van het Flutterflow, n8n, Firebase en Supabase"", ""Samenwerken met ons team van ongeveer 15 collega's aan end-to-end AI-applicatieontwikkeling"", ""Incidenteel gebruik van Javascript, Python en Dart voor datatransformatie en het bouwen van custom functies"", ""Bijdragen aan het continu verbeteren van onze Software Development As A Service methode""], ""justification"": ""The core of the role involves developing applications, integrating them, and improving the software development process, which aligns with software development responsibilities. The mention of 'AI applications' and 'custom functions' further supports this, indicating the development of software that may incorporate AI features.""}, {""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""Vertalen van complexe AI-concepten naar praktische toepassingen voor onze klanten""], ""justification"": ""This phrase directly addresses the need to understand complex concepts (AI) and translate them into actionable solutions for clients, which is a key aspect of business understanding and bridging technical capabilities with market needs.""}, {""task_category"": ""TASK2: Data Engineering"", ""phrases"": [""Incidenteel gebruik van Javascript, Python en Dart voor datatransformatie""], ""justification"": ""The mention of 'datatransformatie' (data transformation) using scripting languages points to tasks related to preparing and manipulating data, which falls under data engineering.""}]","[{""technology"": ""Flutterflow"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""technology"": ""n8n"", ""category"": ""TECH6: MLOps & Data Pipelines""}, {""technology"": ""Firebase"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""Supabase"", ""category"": ""TECH2: Cloud Platforms & Services""}, {""technology"": ""Javascript"", ""category"": ""TECH1: Programming Languages""}, {""technology"": ""Python"", ""category"": ""TECH1: Programming Languages""}, {""technology"": ""Dart"", ""category"": ""TECH1: Programming Languages""}]","[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""phrases"": [""Samenwerken met ons team van ongeveer 15 collega's"", ""Vertalen van complexe AI-concepten naar praktische toepassingen voor onze klanten""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""phrases"": [""Bijdragen aan het continu verbeteren van onze Software Development As A Service methode""]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""phrases"": [""Vertalen van complexe AI-concepten naar praktische toepassingen voor onze klanten""]}]"
556,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on full-stack development using Laravel and Vue. While AI applications are mentioned, the core responsibilities and technologies described do not align with specialized ML or GenAI engineering roles. The emphasis is on application development rather than model building or MLOps.",[],"[{""tech_name"": ""Laravel"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""tech_name"": ""Vue"", ""category"": ""TECH4: LLM Frameworks & Libraries""}, {""tech_name"": ""n8n"", ""category"": ""TECH6: MLOps & Data Pipelines""}, {""tech_name"": ""Flutterflow"", ""category"": ""TECH4: LLM Frameworks & Libraries""}]",[]
557,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional front-end development, UI/UX, and software engineering principles. While it mentions SAAS products and a cloud environment, there is no indication of AI, machine learning, or generative models being a core part of the role's responsibilities or required skills.",[],"[{""tech"": ""TECH2: Cloud Platforms & Services"", ""items"": [""Azure Cloud""]}, {""tech"": ""TECH4: LLM Frameworks & Libraries"", ""items"": [""Vue"", ""React"", ""Bootstrap"", ""Tailwind"", ""Vuetify""]}, {""tech"": ""TECH9: Data Storage"", ""items"": ["".jsonjson bestand""]}, {""tech"": ""TECH1: Programming Languages"", ""items"": [""Python"", ""javascript""]}, {""tech"": ""TECH10: Data Modeling"", ""items"": [""Vue""]}]",[]
558,GenAI Engineer,4.0,"The job description heavily emphasizes generative AI technologies like LLMs, RAG, Agents, and frameworks like LangChain. While it includes some ML engineering aspects, the core focus is on building and deploying applications using generative models, aligning with the GenAI Engineer profile.","[{""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""Work with product owners and curators to understand requirements and guide new features"", ""Collaborate to identify new feature impacts on existing services and teams""], ""justification"": ""These phrases indicate the need to understand business needs and how technical features impact the broader organization.""}, {""task_category"": ""TASK2: Data Engineering"", ""phrases"": [""Create appropriate data pipelines for AI/ML"", ""Analyze, curate, cleanse, and split data""], ""justification"": ""These tasks directly relate to the preparation and management of data necessary for AI/ML models.""}, {""task_category"": ""TASK3: Modeling"", ""phrases"": [""Research, prototype, and select appropriate COTS and in-house AI/ML technology and design"", ""Utilize and apply generative AI for products and for daily productivity"", ""Periodically explore new technologies and design patterns with proof-of-concept"", ""LLMs (OpenAI GPT-X, Claude, embedding models)"", ""Vector indexing/database, LangChain, AutoGen, RAG, Agents""], ""justification"": ""The description explicitly mentions generative AI, LLMs, RAG, Agents, and related frameworks, indicating a focus on building and adapting generative models.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""Hands-on AI/ML software engineer"", ""Collaborate with team to design, develop, and maintain supporting systems"", ""APIs GraphQL, REST"", ""Python, JavaScript, Node.js""], ""justification"": ""This category covers the software engineering aspects required to build and integrate AI features into applications, including API development and backend services.""}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""Participate in developing best practices and improving operational processes"", ""Docker, Kubernetes"", ""Amazon Web Services (AWS), MS Azure OpenAI"", ""SQL (Postgres RDS/Aurora), NoSQL (Cassandra, Elasticsearch)"", ""Messaging - Kafka, RabbitMQ, SQS"", ""Monitoring - New Relic, Splunk""], ""justification"": ""The mention of Docker, Kubernetes, cloud platforms, messaging queues, and monitoring tools points to the operational aspects of deploying and maintaining AI systems.""}]","[{""technology_category"": ""TECH1: Programming Languages"", ""technologies"": [""Python"", ""JavaScript"", ""Node.js""]}, {""technology_category"": ""TECH2: Cloud Platforms & Services"", ""technologies"": [""Amazon Web Services (AWS)"", ""MS Azure OpenAI""]}, {""technology_category"": ""TECH3: LLM / Generative Models"", ""technologies"": [""LLMs (OpenAI GPT-X, Claude, embedding models)""]}, {""technology_category"": ""TECH4: LLM Frameworks & Libraries"", ""technologies"": [""LangChain"", ""AutoGen"", ""RAG"", ""Agents""]}, {""technology_category"": ""TECH5: Vector Stores & Search"", ""technologies"": [""Vector indexing/database""]}, {""technology_category"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""Docker"", ""Kubernetes"", ""Kafka"", ""RabbitMQ"", ""SQS""]}, {""technology_category"": ""TECH9: Data Storage"", ""technologies"": [""SQL (Postgres RDS/Aurora)"", ""NoSQL (Cassandra, Elasticsearch)""]}, {""technology_category"": ""TECH10: Data Modeling"", ""technologies"": [""PyTorch"", ""Tensorflow"", ""Keras""]}]","[{""skill_category"": ""SKILL1: Communication & Collaboration"", ""skills"": [""Work with product owners and curators to understand requirements and guide new features"", ""Collaborate to identify new feature impacts on existing services and teams"", ""Collaborate with team to design, develop, and maintain supporting systems"", ""Present research and work to socialize and share knowledge across the organization""]}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""skills"": [""Periodically explore new technologies and design patterns with proof-of-concept"", ""mentor and guide them""]}, {""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""skills"": [""Research, prototype, and select appropriate COTS and in-house AI/ML technology and design"", ""Analyze, curate, cleanse, and split data"", ""Create documentation including system and sequence diagrams""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""skills"": [""Hands-on AI/ML software engineer"", ""Participate in developing best practices and improving operational processes""]}]"
559,,,,"[{""task_category"": ""TASK3: Modeling"", ""phrases"": [""time-series anomaly detection"", ""generative AI solutions"", ""tabular data classification"", ""alert prioritization"", ""developing proof of concepts (POCs) for groundbreaking solutions"", ""Decision Trees (including Random Forests)"", ""Facebook Prophet""], ""justification"": ""These phrases directly relate to the creation, training, and adaptation of machine learning models for various prediction and classification tasks, including generative AI.""}, {""task_category"": ""TASK4: Software Development"", ""phrases"": [""Design and implement full-stack solutions"", ""working closely with our main engineering team to make these innovations come to life"", ""create seamless, efficient processes and solutions"", ""Contribute to the product development lifecycle from conception to deployment"", ""solutions are scalable, efficient, and meet user needs"", ""FastAPI"", ""Streamlit"", ""Close Collaboration with Software Engineers"", ""integral part of a full-stack engineering team"", ""work alongside front-end, back-end, and platform engineers"", ""dive into general software engineering projects"", ""code versioning"", ""continuous integration"", ""continuous deployment tools"", ""code reviews"", ""maintaining high-quality codebases""], ""justification"": ""This category covers the implementation of solutions, collaboration with engineering teams, and the full product development lifecycle, including building scalable applications and adhering to software engineering best practices.""}, {""task_category"": ""TASK5: Operations Engineering (MLOps)"", ""phrases"": [""productionizing prototypes"", ""deployment"", ""scalable, efficient"", ""Git, Github Actions"", ""Pytest"", ""continuous integration"", ""continuous deployment tools""], ""justification"": ""Phrases related to deploying solutions, ensuring scalability, and utilizing CI/CD tools like Git and Github Actions fall under MLOps.""}, {""task_category"": ""TASK1: Business Understanding"", ""phrases"": [""forefront of innovative data quality tooling"", ""founding member of the Product Research Team"", ""product thinking"", ""streamline the work of anyone working with data to improve data quality"", ""exploring and defining the future of data quality tooling"", ""automating mundane tasks to allow for more significant problem-solving opportunities"", ""understanding user needs"", ""Customer Obsessed"", ""communicating directly with customers to understand their needs""], ""justification"": ""These phrases highlight understanding the product domain (data quality tooling), user needs, and strategic direction for future development.""}, {""task_category"": ""TASK2: Data Engineering"", ""phrases"": [""Snowflake Database"", ""anyone working with data"", ""data quality""], ""justification"": ""Mention of Snowflake Database and the general context of working with data for quality improvement relates to data engineering aspects.""}]","[{""technology_category"": ""TECH1: Programming Languages"", ""technologies"": [""Python""]}, {""technology_category"": ""TECH2: Cloud Platforms & Services"", ""technologies"": [""OpenAI APIs""]}, {""technology_category"": ""TECH3: LLM / Generative Models"", ""technologies"": [""generative AI solutions""]}, {""technology_category"": ""TECH4: LLM Frameworks & Libraries"", ""technologies"": []}, {""technology_category"": ""TECH5: Vector Stores & Search"", ""technologies"": []}, {""technology_category"": ""TECH6: MLOps & Data Pipelines"", ""technologies"": [""FastAPI"", ""Git"", ""Github Actions"", ""Pytest"", ""continuous integration"", ""continuous deployment tools""]}, {""technology_category"": ""TECH7: Data Visualization"", ""technologies"": []}, {""technology_category"": ""TECH8: Data Processing"", ""technologies"": [""Sklearn""]}, {""technology_category"": ""TECH9: Data Storage"", ""technologies"": [""Snowflake Database""]}, {""technology_category"": ""TECH10: Data Modeling"", ""technologies"": [""Decision Trees"", ""Random Forests"", ""Facebook Prophet""]}, {""technology_category"": ""TECH11: Data Analysis"", ""technologies"": []}]","[{""skill_category"": ""SKILL3: Problem Solving & Pragmatism"", ""skills"": [""creative problem-solving"", ""innovate and solve complex problems"", ""Problem Solving"", ""understand user needs and technical challenges, brainstorming solutions"", ""learning new methods as necessary"", ""comfortable admitting when you don't have all the answers but are confident in your ability to find them""]}, {""skill_category"": ""SKILL2: Learning & Adaptability"", ""skills"": [""Open to Learning"", ""eager to dive into general software engineering projects and expand your skill set beyond AI and modeling"", ""learning new methods as necessary""]}, {""skill_category"": ""SKILL1: Communication & Collaboration"", ""skills"": [""Collaborate closely with software engineers and other team members"", ""Close Collaboration with Software Engineers"", ""solid understanding of cross-disciplinary collaboration"", ""work alongside front-end, back-end, and platform engineers"", ""Community and Open-Source Minded"", ""engage with and care for the community"", ""Customer Obsessed"", ""communicating directly with customers""]}, {""skill_category"": ""SKILL5: Innovation & Ownership"", ""skills"": [""forefront of innovative data quality tooling"", ""founding member"", ""innovate and solve complex problems"", ""exploring and defining the future"", ""take initiative"", ""take full responsibility""]}, {""skill_category"": ""SKILL4: Ethical & Legal Responsibility"", ""skills"": []}]"
