job_id,profile,confidence,rationale
1213,ML Engineer,4.0,"The role heavily emphasizes designing and innovating AI algorithms for security products, focusing on predictive modeling for defense and detection. While it involves software development and potentially MLOps for productionizing these algorithms, the core focus is on the research and development of the ML models themselves, aligning with the ML Engineer profile."
1214,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional DevOps tasks like CI/CD, infrastructure management, and deployment automation. While it mentions AI applications, it lacks specific details on model development, fine-tuning, or generative AI techniques, making it lean towards a general DevOps role rather than a specialized AI engineering profile."
1215,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering tasks like optimizing Kafka streams and developing data processing components, with a mention of AI/GenAI/ML/NLP as techniques used by the team, but not as core responsibilities for this role. The primary focus is on data infrastructure and processing rather than building or deploying AI models."
1216,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on understanding business needs and applying existing AI tools like ChatGPT for automation rather than developing or fine-tuning generative models. While it mentions implementing and managing AI solutions, it lacks the depth in core AI engineering tasks like model development, RAG, or PEFT required for ML or GenAI Engineer profiles."
1217,ML Engineer,4.0,"The job description emphasizes building and deploying production-ready ML models and pipelines, aligning strongly with the core responsibilities of an ML Engineer. While it mentions consulting and client interaction, the primary technical focus is on model deployment and research exploration, fitting the 'MLOps' and 'Modeling' aspects of the ML Engineer profile."
1218,GenAI Engineer,4.0,"The role focuses on implementing generative AI services within Mendix apps and collaborating with data scientists on ML models. It emphasizes exploring new AI possibilities and developing solutions with clients, aligning with the GenAI Engineer profile's focus on generative models and application development."
1219,nan,,
122,Ambiguous / Not Relevant,2.0,"The job description focuses on media design and development for online marketing campaigns, with a mention of Generative AI as one of many potential areas. It lacks the depth and specific technical requirements for an ML Engineer or GenAI Engineer role, leaning more towards creative development and application of existing AI tools."
1220,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on cloud infrastructure, automation, and CI/CD pipelines, with only a mention of piloting emerging technologies like GenAI and Machine Learning. It lacks the core responsibilities and specific technologies associated with either an ML Engineer or a GenAI Engineer."
1221,nan,,
1222,GenAI Engineer,4.0,"The job description emphasizes deploying and scaling AI solutions built with LLMs, focusing on productionizing these models and building scalable, secure cloud architectures for them. This aligns strongly with the core responsibilities of a GenAI Engineer, particularly in the areas of MLOps and software development around generative models."
1223,Ambiguous / Not Relevant,2.0,"The job description is very high-level and focuses on team collaboration and general engineering guilds. It lacks specific technical details about tasks, models, or technologies required for ML or GenAI engineering roles. Therefore, it's difficult to classify definitively."
1224,GenAI Engineer,4.0,"The job description emphasizes working with large language models (LLMs), conducting experiments with deep learning methods for LLM products, and exploring fine-tuning, evaluation, and data retrieval techniques. This aligns strongly with the core responsibilities and typical projects of a GenAI Engineer, particularly in developing and improving LLM-based applications."
1225,ML Engineer,4.0,"The job title and description emphasize developing ML-based solutions for data curation and augmentation, aligning with the core responsibilities of an ML Engineer. The focus on building predictive models and working with large datasets, rather than directly building user-facing generative AI applications, further supports this classification."
1226,nan,,
1227,nan,,
1228,Ambiguous / Not Relevant,2.0,"The job title 'Data Engineer A.I. ""AWS""' is too vague to definitively classify. While it mentions AI and AWS, it lacks specific tasks or technologies that clearly align with ML Engineer or GenAI Engineer profiles. It could be a traditional data engineering role with some AI exposure or a role focused on using AI tools rather than building AI systems."
1229,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering, automation, and business intelligence within procurement, with only a brief mention of GenAI as one of many tools. It lacks the core responsibilities and project types associated with a dedicated GenAI Engineer or ML Engineer role."
123,Ambiguous / Not Relevant,2.0,"The job description focuses on media design and development for online marketing campaigns, with a mention of generative AI as one of several potential areas. It lacks the depth in core AI/ML tasks and specific technologies required for an ML Engineer or GenAI Engineer role."
1230,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on infrastructure automation, CI/CD, and cloud engineering, which are core to platform engineering but do not align with the specific responsibilities of an ML Engineer or GenAI Engineer. While it mentions exploring new technologies, there's no direct mention of AI/ML modeling or generative AI development."
1231,ML Engineer,4.0,"The role emphasizes building and evaluating forecasting and LLM models, defining success metrics, and productionizing them through internal tooling and monitoring infrastructure. While LLMs are mentioned, the core focus appears to be on predictive modeling and MLOps for these models, aligning with the ML Engineer profile."
1232,GenAI Engineer,5.0,"The job description heavily emphasizes building applications and user-facing systems powered by Generative AI and NLP. Core responsibilities include designing user workflows, productizing experimental subprocesses into SaaS, and working with AI agents, which are hallmarks of a GenAI Engineer."
1233,GenAI Engineer,4.0,"The job description emphasizes the development and implementation of cutting-edge AI solutions, specifically mentioning generative AI models like OpenAI GPT4, and the creation of predictive models for tasks like computer vision, regression, and NLP. The role involves building and integrating AI solutions, aligning with the core responsibilities of a GenAI Engineer."
1234,ML Engineer,4.0,"The job description heavily emphasizes the development and implementation of advanced predictive models and algorithms, including regression and classification problems. While NLP is mentioned, the core focus aligns more with traditional ML engineering tasks than generative AI applications."
1235,Ambiguous / Not Relevant,2.0,"The job title is 'Data Engineer' and the core responsibilities focus on ETL processes and providing information. While GenAI is mentioned as a technology to be aware of and translate into applications, it is not the primary focus. The role lacks the depth in generative modeling, LLM frameworks, or building user-facing GenAI applications required for a GenAI Engineer profile."
1236,nan,,
1237,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on exam development, localization, and quality assurance within an educational context. While it mentions integrating generative AI and writing machine learning algorithms, these appear to be secondary tasks supporting the core function of exam development, rather than the primary focus of an AI engineering role."
1238,ML Engineer,4.0,"The role heavily emphasizes the development and deployment of predictive models (classification, ranking, regression, clustering) and includes core ML Engineer responsibilities like full project lifecycle, experimentation, and model monitoring. While LLM work is present, it's integrated into a broader ML context rather than being the sole focus."
1239,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional full-stack development using Laravel and Vue.js, with AI mentioned primarily as a domain of application rather than a core technical focus for the role itself. There is a lack of specific AI modeling, engineering, or MLOps tasks."
124,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional Linux system administration, DevOps practices, and CI/CD, with no mention of AI, machine learning, or generative models. While it involves 'modelling' and 'designs', these are in the context of infrastructure and deployment, not AI models."
1240,nan,,
1241,nan,,
1242,nan,,
1243,ML Engineer,4.0,"The job description heavily emphasizes building and operationalizing predictive models and algorithms for data processing and insight generation. While generative AI is mentioned, the core focus remains on traditional machine learning tasks and MLOps for productionizing these models."
1244,ML Engineer,4.0,"The job description emphasizes building and operationalizing end-to-end machine learning solutions, including predictive algorithms and statistical models. It explicitly mentions moving beyond Proofs of Concept (PoCs) to robust production systems, aligning with the core responsibilities of an ML Engineer focused on predictive modeling and MLOps."
1245,nan,,
1246,Ambiguous / Not Relevant,2.0,"The job description focuses on Quality Engineering and Testing, with a mention of Generative AI as a tool for test design and reporting. It does not involve building, fine-tuning, or deploying generative models themselves, nor does it focus on core ML engineering tasks. Therefore, it falls outside the scope of ML Engineer or GenAI Engineer."
1247,GenAI Engineer,4.0,"The role focuses on developing and implementing AI/ML solutions, specifically enhancing a GenAI Assistant for recruitment. Key responsibilities include algorithm development for matching, data integration, and implementing AI tools like a Cold Callbot and AI-generated leads, aligning with the GenAI Engineer profile's emphasis on generative models and application development."
1248,ML Engineer,4.0,"The job description emphasizes 'predictive modeling' and 'Machine Learning' alongside building 'models' and 'tools'. While LLMs are mentioned, the core focus appears to be on traditional ML tasks and productionizing prototypes, aligning more closely with the ML Engineer profile."
1249,GenAI Engineer,3.0,"The job title 'Large Language Model Developer' strongly suggests a focus on generative AI. While the description is very brief, the core responsibility of developing applications using LLMs aligns with the GenAI Engineer profile. Further details on specific tasks like RAG, fine-tuning, or application development would increase confidence."
125,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional frontend software engineering for marketing enablement tools. While it mentions user impact and business growth, there is no indication of AI, machine learning, or generative models being central to the role's responsibilities or required technologies."
1250,ML Engineer,4.0,"The role heavily emphasizes building and maintaining data pipelines, designing and developing end-to-end machine learning pipelines, and implementing MLOps practices like CI/CD and containerization. While it mentions user interfaces for data visualization, the core focus remains on the underlying infrastructure and model deployment, aligning with the ML Engineer profile."
1251,Ambiguous / Not Relevant,1.0,The job description is too brief and lacks specific technical details related to AI or machine learning. It only states 'Backend Developer' which is a general software engineering role and does not provide enough information to classify it under any specific AI-related profile.
1252,GenAI Engineer,4.0,"The job description heavily emphasizes 'Generative AI', 'GenAI technologies', and 'generative AI' in the context of developing prototypes, proof-of-concepts, and integrating AI into products. This aligns directly with the core responsibilities and typical projects of a GenAI Engineer, focusing on language, vision, and interaction specialists."
1253,GenAI Engineer,4.0,"The job description emphasizes fine-tuning AI/ML models and building production systems, aligning with the core responsibilities of a GenAI Engineer. The mention of 'vehicle assistant response quality' suggests a focus on language models and user interaction, further supporting this classification."
1254,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional data engineering tasks such as building data pipelines, managing data platforms, and preparing data for analytics and reporting. While it mentions supporting ML & GenAI Ops, it does not indicate direct involvement in developing or fine-tuning ML/GenAI models, which is the core of a GenAI Engineer role."
1255,Ambiguous / Not Relevant,2.0,The job description is very high-level and focuses on the application of AI in healthcare without specifying the technical tasks or technologies involved. It lacks the detailed technical requirements needed to classify it as an ML Engineer or GenAI Engineer.
1256,Ambiguous / Not Relevant,2.0,"The job description is too high-level and business-focused, lacking specific technical details about AI tasks, models, or development processes. It mentions the use of AI to improve healthcare but does not specify the engineering or development work involved."
1257,ML Engineer,4.0,"The job description heavily emphasizes data extraction, cleaning, preprocessing, and transformation for predictive analysis and understanding complex relationships in data. It also mentions developing models with statistical methods and data warehousing, aligning strongly with the core responsibilities of an ML Engineer focused on predictive modeling and data infrastructure."
1258,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional data engineering tasks such as data extraction, cleaning, transformation, warehousing, and visualization. While it mentions 'predictive analyses', it lacks the core elements of building, training, or deploying ML/GenAI models, which are central to ML Engineer and GenAI Engineer roles."
1259,Ambiguous / Not Relevant,1.0,"The job description is too brief and lacks any specific technical keywords related to AI, machine learning, or generative models. It appears to be a role focused on a specific software platform (Pega) rather than an AI-centric engineering position."
126,Ambiguous / Not Relevant,1.0,"The job description is for a 'Senior Full Stack Developer' and does not contain any specific keywords or responsibilities related to AI, machine learning, or generative models. Therefore, it does not fit the criteria for an ML Engineer or GenAI Engineer."
1260,ML Engineer,4.0,"The role emphasizes leveraging AI models and algorithms for threat defense, focusing on scalable platform and service development. While it mentions ML/GenAI, the core responsibilities lean towards building and scaling security solutions, aligning more with an ML Engineer's focus on productionizing models within a specific domain rather than building generative applications."
1261,ML Engineer,4.0,"The role emphasizes developing and operating security services and frameworks, with a focus on threat analysis, detection, and mitigation using ML/GenAI. While it involves software development, the core seems to be applying ML techniques to security problems and scaling these solutions, aligning with an ML Engineer's focus on building predictive models for specific tasks."
1262,ML Engineer,4.0,"The role emphasizes leveraging AI models and algorithms for threat defense and response, focusing on building scalable platforms and services. While GenAI is mentioned, the core responsibilities lean towards applying ML for predictive security tasks and productionizing these solutions, aligning more closely with an ML Engineer's focus on data-driven predictive models and MLOps."
1263,GenAI Engineer,4.0,"The job description emphasizes working with Generative AI products from Google Cloud, developing AI solutions and POCs, and integrating AI capabilities. While it mentions AI and ML broadly, the specific focus on GenAI and customer-facing applications aligns best with the GenAI Engineer profile."
1264,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional Quality Assurance and testing methodologies, with no mention of AI, machine learning, or generative models. The responsibilities and technologies align with standard software testing roles rather than specialized AI engineering profiles."
1265,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional Quality Assurance and testing methodologies, with no mention of AI, machine learning, or generative models. The responsibilities and technologies align with standard software testing roles, not specialized AI engineering profiles."
1266,GenAI Engineer,3.0,"The role emphasizes leading the delivery of software products based on GenAI technology, including integrating GenAI components and staying informed about the latest GenAI advancements. While it mentions software engineering and delivery, the core focus on GenAI components and their integration points towards a GenAI Engineer profile, albeit with a strong leadership and delivery component."
1267,GenAI Engineer,3.0,"The role emphasizes leading the delivery of GenAI solutions and integrating GenAI components. While it mentions software engineering and adaptability, the core focus on 'GenAI technology' and 'GenAI components' points towards a GenAI Engineer profile, despite the lack of specific GenAI technical skills listed."
1268,GenAI Engineer,4.0,"The job description heavily emphasizes designing, developing, and implementing Generative AI (GenAI) services, aligning with the core responsibilities of a GenAI Engineer. The focus on building reusable, scalable AI capabilities, integrating them into applications, and leveraging LLM frameworks supports this classification."
1269,Ambiguous / Not Relevant,2.0,"The job description emphasizes leading software delivery and integration of GenAI components, but lacks specific technical details on model development, fine-tuning, or deep GenAI architecture. It leans more towards project management and general software engineering with a 'bonus' for GenAI knowledge."
127,Ambiguous / Not Relevant,1.0,"The job description is for a 'Senior Full Stack Developer' and does not contain any specific keywords or responsibilities related to AI, machine learning, or generative models. Therefore, it does not fit any of the AI-focused profiles."
1270,nan,,
1271,GenAI Engineer,4.0,"The job description explicitly mentions 'GenAI Engineer' and focuses on implementing GenAI technologies, developing AI solutions, and integrating them into business processes. The responsibilities align with building and optimizing AI applications, which are core to the GenAI Engineer role."
128,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional full-stack development and platform migration/maintenance. While it mentions working with a machine learning team to add features, it lacks specific details about core AI/ML tasks like model development, fine-tuning, or generative AI techniques, making it not a direct fit for ML or GenAI Engineer profiles."
129,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on traditional C++ software development for trading systems, with no mention of AI, machine learning, or generative models. It lacks the core elements required for ML Engineer or GenAI Engineer profiles."
13,GenAI Engineer,4.0,"The role emphasizes developing AI solutions and services using technologies like NLP, LLMs, and computer vision, aligning with the GenAI Engineer profile. While it mentions ML model training and MLOps, the focus on LLMs and advanced generative techniques points more strongly towards GenAI than a traditional ML Engineer."
130,nan,,
131,ML Engineer,4.0,"The role emphasizes research into deep learning and NLP techniques for improving dialog systems, including model quality, performance, and efficiency. While it involves building products for millions, the core focus is on algorithmic improvement and model enhancement, aligning with the ML Engineer profile's emphasis on predictive modeling and productionizing prototypes."
132,ML Engineer,4.0,"The role heavily emphasizes data engineering, building and managing data pipelines for large-scale audio-visual datasets, and supporting ML teams with data access and transformations. While it involves AI/ML context, the core focus is on the data infrastructure and operations supporting ML development rather than direct model building or generative AI application development."
133,ML Engineer,4.0,"The job description heavily emphasizes MLOps lifecycle support, streamlining ML development processes, and implementing tooling for orchestration, experiment tracking, and deployment. While it mentions supporting research teams, the core focus is on the operational and engineering aspects of machine learning systems, aligning with the ML Engineer profile."
134,ML Engineer,4.0,"The role heavily emphasizes data engineering, data pipelines, and managing large datasets for ML model training, aligning with the core responsibilities of an ML Engineer focused on data infrastructure and MLOps. While generative video synthesis is mentioned, the primary focus is on the data platform supporting these efforts, not the direct development of generative models themselves."
135,nan,,
136,nan,,
137,Ambiguous / Not Relevant,1.0,"The job description focuses on Linux infrastructure and operations, with no mention of AI, machine learning, or generative models. It describes traditional IT infrastructure engineering tasks rather than roles related to AI development or deployment."
138,nan,,
139,Ambiguous / Not Relevant,2.0,"The job description focuses on Linux system administration and infrastructure management, with no mention of AI, machine learning, or generative models. The core responsibilities involve automation, system building, and lifecycle management, which are traditional IT infrastructure tasks rather than AI-specific engineering roles."
14,ML Engineer,4.0,"The job description emphasizes designing and maintaining data pipelines, implementing machine learning algorithms and models, and ensuring production-level code is robust and scalable. This aligns strongly with the core responsibilities of an ML Engineer focused on predictive modeling and MLOps."
140,Ambiguous / Not Relevant,2.0,"The job description focuses on Linux system administration and infrastructure management, with no mention of AI, machine learning, or generative models. The core responsibilities revolve around automation, system operations, and lifecycle management within an IT infrastructure context."
141,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional storage engineering, infrastructure design, and maintenance rather than the development or application of AI/ML models. There is no mention of AI-specific tasks, models, or frameworks, making it irrelevant to the GenAI Engineer profile."
142,Ambiguous / Not Relevant,1.0,"The job description focuses on traditional storage engineering, infrastructure, and data platforms, with no mention of AI, machine learning, or generative models. The responsibilities are centered around designing, implementing, and maintaining storage systems, which falls outside the scope of AI-focused roles."
143,Ambiguous / Not Relevant,1.0,"The job description focuses heavily on infrastructure management, cloud environments, and system uptime, with no mention of AI, machine learning, or generative models. The core responsibilities align with traditional IT infrastructure and operations rather than AI-specific engineering roles."
144,Ambiguous / Not Relevant,1.0,"The job description focuses on Linux/Infra System Engineering, managing physical servers, OS, and networks, and operating automation tooling. It lacks any mention of AI, machine learning, generative models, or related tasks, making it irrelevant to the GenAI Engineer profile."
145,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional infrastructure and systems engineering, particularly Linux and datacenter management. While it mentions a 'DevOps mindset' and 'automation tooling', it lacks any specific mention of AI, machine learning, generative models, or related technologies, making it not relevant to the GenAI or ML Engineer profiles."
146,nan,,
147,Ambiguous / Not Relevant,2.0,"The job description focuses on business development and analysis within the mortgage sector, with a strong emphasis on understanding business needs and translating them into functional requirements for developers. While it mentions ""digital solutions"" and ""innovative applications"" like chatbots, it lacks the core technical depth required for an ML Engineer or GenAI Engineer role, such as algorithm development, model training, or deep generative AI implementation."
148,Ambiguous / Not Relevant,2.0,"The job description focuses on DevOps principles and security testing within a cloud environment (Azure). While it mentions integrating solutions that support security testing, it lacks specific details about AI/ML model development, training, or deployment, which are central to ML Engineer and GenAI Engineer roles."
149,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on Microsoft 365 administration, governance, and user support for Copilot and SharePoint, rather than core AI/ML model development or deployment. While it mentions 'M365 Copilot Scale-up', the tasks described are more aligned with platform engineering and solution implementation within a specific ecosystem, not general AI engineering."
15,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data platform development and data access, with limited mention of AI or ML modeling. While it involves collaboration with data scientists, the core responsibilities do not align with either ML Engineer or GenAI Engineer profiles."
150,nan,,
151,GenAI Engineer,4.0,"The job description emphasizes integrating large language models and agentic AI frameworks, aligning directly with the core responsibilities of a GenAI Engineer. The mention of Silicon Valley technologies further supports this, as these are often at the forefront of generative AI advancements."
152,nan,,
153,nan,,
154,nan,,
155,GenAI Engineer,5.0,"The job description heavily emphasizes the development and deployment of applications using Large Language Models (LLMs), including Retrieval Augmented Generation (RAG) and custom GPTs. The core responsibilities align directly with building user-facing systems powered by generative AI technologies."
156,nan,,
157,GenAI Engineer,4.0,"The role heavily emphasizes designing and implementing GenAI solutions, developing advanced AI assistant technologies using prompt engineering, and collaborating within an Agile team. This aligns with the core responsibilities of a GenAI Engineer focused on generative models and application development."
158,GenAI Engineer,5.0,"The job description heavily emphasizes working with Large Language Models (LLMs), developing AI-driven solutions, building prototypes into full applications, and evaluating LLM output. This aligns directly with the core responsibilities and typical projects of a GenAI Engineer focused on language models."
159,nan,,
16,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering tasks within an Azure environment, with only a brief mention of exploring machine learning and GenAI. The core responsibilities and technologies described align more with a traditional data engineering role than a specialized ML or GenAI Engineer."
160,Ambiguous / Not Relevant,1.0,The job description is too brief and lacks specific technical details or keywords related to AI/ML. It appears to be a general backend engineering role rather than a specialized AI/ML position.
161,nan,,
162,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional backend software development, microservices, and cloud infrastructure (Azure, Kubernetes). While it mentions modern technologies and CI/CD, there is no mention of AI, machine learning, generative models, or related tasks, making it irrelevant to the GenAI Engineer profile."
163,nan,,
164,nan,,
165,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering within a Data Mesh architecture, enabling software engineers to build IT solutions. It lacks specific mentions of AI, machine learning models, or generative techniques, which are central to ML Engineer and GenAI Engineer roles."
166,nan,,
167,GenAI Engineer,4.0,"The job title and description explicitly mention 'GenAI' and focus on applying generative AI to transform the company. The core responsibilities, though not detailed, imply building and deploying GenAI solutions within a business context."
168,GenAI Engineer,5.0,"The job description heavily emphasizes the development and implementation of GenAI and AI solutions, specifically focusing on LLMs, RAG, and Agentic AI. It also highlights building user-facing applications and integrating AI into business processes, aligning perfectly with the core responsibilities of a GenAI Engineer."
169,GenAI Engineer,4.0,"The job description emphasizes building and implementing LLM and ML infrastructure and models, specifically mentioning LLM pipelines and the use of Azure. The responsibilities include setting up CI/CD, testing, validating, optimizing, and deploying models, which aligns with the core duties of a GenAI Engineer focused on productionizing generative AI solutions."
17,Ambiguous / Not Relevant,,
170,GenAI Engineer,5.0,"The job description heavily emphasizes working with Generative AI models, integrating them into enterprise applications, and leveraging specific GenAI technologies like OpenAI APIs and Azure AI. The core responsibilities align with building and deploying AI-powered solutions, fitting the definition of a GenAI Engineer."
171,GenAI Engineer,5.0,"The job description heavily emphasizes working with Generative AI models, integrating them into enterprise applications, and leveraging specific GenAI technologies like OpenAI APIs and Azure AI. The core responsibilities align with building and deploying AI-powered solutions, a hallmark of a GenAI Engineer."
172,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on security, risk analysis, and operational aspects of AI systems rather than core AI model development or application building. While it mentions AI, the emphasis on DevSecOps and cybersecurity guidelines suggests a role more aligned with traditional engineering and security practices applied to AI, rather than a specialized AI Engineer profile."
173,Ambiguous / Not Relevant,1.0,"The job description is extremely brief and lacks specific details about tasks, technologies, or responsibilities. It primarily identifies the role as 'Data Engineer' within an AI consultancy but provides no actionable information to classify it further into ML Engineer or GenAI Engineer."
174,nan,,
175,GenAI Engineer,4.0,"The job title explicitly mentions 'GENAI Studio' and the description emphasizes building and deploying generative AI applications. While 'Machine Learning Engineer' is in the title, the focus on generative models and application development aligns more closely with the GenAI Engineer profile."
176,ML Engineer,4.0,"The role heavily emphasizes building and deploying production-grade ML systems, including data pipelines, model training, and MLOps. While GenAI is mentioned for fine-tuning, the core focus remains on recommendation systems and traditional ML engineering practices."
177,GenAI Engineer,4.0,"The job description emphasizes building production-grade ML systems with a focus on generative AI, including model development, feature engineering, and MLOps. The mention of 'GENAI Studio' and the responsibilities align strongly with developing and deploying AI-powered applications, particularly those involving LLMs and related technologies."
178,nan,,
179,nan,,
18,Ambiguous / Not Relevant,,
180,Ambiguous / Not Relevant,2.0,"The job description focuses on developing and deploying applications on a specific platform (C3 AI Platform) and customer-facing technical tasks like reviews, testing, and training. While AI is mentioned, it lacks the depth in core AI/ML tasks like model development, fine-tuning, or MLOps specific to generative models, which are characteristic of ML or GenAI Engineer roles."
181,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on test automation using tools like Tosca, Playwright, and Selenium, which are traditional software testing practices. While Agile and DevOps are mentioned, there is no indication of AI, machine learning, or generative models being a core part of the role."
182,GenAI Engineer,,
183,nan,,
184,nan,,
185,Ambiguous / Not Relevant,2.0,"The job description focuses on full-stack software engineering for a SaaS offering, with no mention of AI, machine learning, or generative models. While it involves software development and operations, it lacks the core elements required for ML Engineer or GenAI Engineer profiles."
186,Ambiguous / Not Relevant,1.0,"The job description is for a 'Senior Solutions Engineer' and does not contain sufficient technical details or keywords related to AI/ML engineering tasks, modeling, or development. It appears to be a more business-focused or pre-sales technical role."
187,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on data engineering tasks and infrastructure for AI applications, but lacks specific details on model development or generative AI techniques. While it mentions collaboration with LLM engineers, the core responsibilities are centered around data pipelines and architecture, not the direct development or fine-tuning of AI models themselves."
188,GenAI Engineer,4.0,"The job description heavily emphasizes building AI-driven solutions using LLMs, transforming prototypes into functional applications, and optimizing LLM outputs. This aligns directly with the core responsibilities of a GenAI Engineer focused on language models and user-facing applications."
189,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on traditional software engineering with JVM languages and mentions generative AI as an area for experimentation rather than a core responsibility. It lacks the specific focus on building, fine-tuning, or deploying generative AI models required for a GenAI Engineer profile."
19,Ambiguous / Not Relevant,1.0,"The job description focuses on business development, sales, and market positioning of a traineeship program. It lacks any technical responsibilities related to AI, machine learning, or software development, making it irrelevant to the technical profiles."
190,GenAI Engineer,4.0,"The job description heavily emphasizes integrating Generative AI into applications, researching and developing generative AI algorithms, and working directly with customers on implementing GenAI solutions. This aligns strongly with the core responsibilities of a GenAI Engineer focused on language, vision, and interaction specialists."
191,GenAI Engineer,5.0,"The job description heavily emphasizes the integration and development of generative AI applications, including research, design, and deployment. It specifically mentions working with generative AI algorithms, customer adoption patterns, and creating technical assets and best practices for generative AI, aligning directly with the core responsibilities of a GenAI Engineer."
192,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on Microsoft 365, DevOps, and traditional software lifecycle management. While it mentions exploring generative AI, this is a minor aspect and not the core focus of the role. The primary responsibilities align with traditional DevOps and software engineering rather than specialized AI engineering."
193,nan,,
194,Ambiguous / Not Relevant,1.0,"The job description focuses on business analysis, functional testing, and test automation within a payment processing context. It lacks any mention of AI, machine learning, generative models, or related engineering tasks, making it irrelevant to the GenAI Engineer profile."
195,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on Pega development and DevOps practices within that specific platform, rather than general AI/ML engineering. While it mentions 'emerging technologies', the core responsibilities and required skills do not align with the profiles of ML Engineer or GenAI Engineer."
196,GenAI Engineer,4.0,"The job description emphasizes building user-facing products that leverage generative AI for features like personalized storytelling and AI-generated videos. It highlights developing complex agents and integrating AI into existing applications, aligning with the core responsibilities of a GenAI Engineer."
197,GenAI Engineer,4.0,"The job description emphasizes developing product features using generative AI, building user-facing applications like chatbots and story generators, and integrating AI into learning platforms. This aligns strongly with the core responsibilities and typical projects of a GenAI Engineer, focusing on LLMs and generative models to create tangible user experiences."
198,GenAI Engineer,4.0,"The job description heavily emphasizes Large Language Models (LLMs), generative AI automations, and integrating cutting-edge AI technologies like GPT-4 Vision. The core responsibilities involve developing and deploying AI systems that transform business processes, aligning with the definition of a GenAI Engineer focused on language, vision, and interaction specialists."
199,GenAI Engineer,4.0,"The job description heavily emphasizes leveraging LLMs, designing and building AI automations, and integrating state-of-the-art AI tools like GPT-4 Vision. This aligns directly with the core responsibilities and typical projects of a GenAI Engineer focused on language and vision models."
2,ML Engineer,4.0,"The role heavily emphasizes building data processing pipelines, preparing datasets for large models using machine learning techniques, and working with Big Data tools. While generative models are mentioned, the core focus is on the data engineering and modeling aspects for these models, aligning with the ML Engineer profile."
20,GenAI Engineer,4.0,"The role explicitly mentions a key role in a new GenAI project ('The Trip Planner') and focuses on building software applications, monitoring services end-to-end, and evaluating architectural solutions. This aligns with the GenAI Engineer profile's emphasis on developing and deploying applications built on generative models and maintaining production-grade user-facing systems."
200,Ambiguous / Not Relevant,1.0,"The job description is extremely brief and lacks specific technical details. It mentions 'AI-driven features' but does not specify any core AI/ML tasks, models, or technologies, making it impossible to classify as an ML Engineer or GenAI Engineer."
201,nan,,
202,Ambiguous / Not Relevant,2.0,"The job description is extremely brief and lacks specific technical details. While it mentions 'AI systems' and 'autonomous operation', it does not provide enough information to categorize it as an ML Engineer or GenAI Engineer, leaning towards ambiguity."
203,nan,,
204,Ambiguous / Not Relevant,2.0,"The job description focuses on building web applications and mentions AI technologies in the context of product features rather than core AI/ML development. It lacks specific details on model building, data engineering, or MLOps, leaning more towards traditional full-stack development with AI as a product component."
205,GenAI Engineer,4.0,"The job description heavily emphasizes building applications powered by generative AI, specifically mentioning LLMs and their applications in content creation and user guidance. While it involves full-stack development, the core focus is on leveraging generative AI to create user-facing features and products."
206,Ambiguous / Not Relevant,2.0,"The job description focuses heavily on Java development and enterprise software, with AI mentioned as a feature of the platform rather than the core focus of the role. It lacks the specific tasks and technologies associated with ML or GenAI engineering roles."
207,Ambiguous / Not Relevant,2.0,"The job description focuses on traditional Java software development with a mention of AI tools for enhancement, rather than core AI/ML model development or deployment. It lacks specific details on AI tasks like model training, fine-tuning, or MLOps, making it lean towards a traditional software engineering role."
208,Ambiguous / Not Relevant,2.0,"The job description mentions AI-powered tools and integrating AI technologies, but it heavily emphasizes traditional Java software engineering and platform architecture. There is insufficient detail on core AI/ML tasks like model development, fine-tuning, or specific generative AI techniques to classify it as an ML or GenAI Engineer role."
